FileName,SPDXID,LicenseConcluded,LicenseComment,LicenseInfoInFile,FileCopyrightText
lgpl-2.1-nokia-qt.license,SPDXRef-item3676,NOASSERTION,,"  
  LicenseRef-fossology-Nokia-Qt-exception-1.1 AND   
  Qt-LGPL-exception-1.1 AND   
  Nokia AND   
  LGPL-2.0-or-later AND   
  LGPL-2.1-only AND   
  LGPL-2.1-or-later",NOASSERTION
lgpl-2.1-plus-linking.license,SPDXRef-item3548,NOASSERTION,,"  
  GNU-compiler-exception AND       
  LicenseRef-scancode-linking-exception-2.1-plus AND   
  LGPL-2.1-only AND   
  LGPL-2.1-or-later",NOASSERTION
lgpl-2.1-plus-unlimited-linking.license,SPDXRef-item4096,NOASSERTION,,"  
  LGPL-2.1-only AND   
  LGPL-2.1-or-later AND       
  LicenseRef-scancode-unlimited-link-exception-lgpl AND   
  GCC-exception-2.0-note AND   
  LicenseRef-fossology-linking-exception AND   
  LGPL-2.0-or-later",NOASSERTION
lgpl-2.1-plus.license,SPDXRef-item3172,NOASSERTION,,"  
  LGPL-2.1-only AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LGPL-2.1-or-later AND   
  LGPL-2.0-or-later",NOASSERTION
lgpl-2.1-qt-company-2017.license,SPDXRef-item3203,NOASSERTION,,"  
  LGPL-2.1-only AND   
  LicenseRef-fossology-Nokia-Qt-exception-1.1 AND   
  Qt-LGPL-exception-1.1",NOASSERTION
lgpl-2.1-qt-company.license,SPDXRef-item3319,NOASSERTION,,"  
  LGPL-2.1-only AND   
  Qt-LGPL-exception-1.1 AND   
  LGPL-2.0-or-later AND       
  LicenseRef-scancode-qt-company-exception-lgpl-2.1 AND   
  LGPL-2.1-or-later",NOASSERTION
lgpl-2.1-rxtx.license,SPDXRef-item4194,NOASSERTION,,"      
  LicenseRef-scancode-rxtx-exception-lgpl-2.1 AND   
  LGPL-2.1-or-later AND   
  LGPL-2.1-only",NOASSERTION
lgpl-2.1-spell-checker.license,SPDXRef-item4468,NOASSERTION,,"  
  i2p-gpl-java-exception AND   
  LGPL-2.1-or-later AND   
  LGPL-2.1-only AND       
  LicenseRef-scancode-spell-exception-lgpl-2.1-plus",NOASSERTION
lgpl-2.1.license,SPDXRef-item2802,NOASSERTION,,"  
  LGPL-2.1-only AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LGPL-2.0-or-later AND   
  LGPL-2.1-or-later AND   
  LicenseRef-fossology-CC-BY AND   
  LGPL-2.0-only",NOASSERTION
lgpl-3-plus-linking.license,SPDXRef-item3677,NOASSERTION,,"  
  LGPL-3.0-or-later AND   
  LGPL-3.0-linking-exception AND   
  LGPL-3.0-only",NOASSERTION
lgpl-3.0-cygwin.license,SPDXRef-item4396,NOASSERTION,,"  
  LGPL-3.0-only AND       
  LicenseRef-scancode-cygwin-exception-lgpl-3.0-plus AND   
  LGPL-3.0-or-later",NOASSERTION
lgpl-3.0-linking-exception.license,SPDXRef-item4207,NOASSERTION,,"  
  LGPL-3.0-only AND   
  LGPL-3.0-linking-exception AND   
  LGPL-3.0-or-later",NOASSERTION
lgpl-3.0-plus-openssl.license,SPDXRef-item2737,NOASSERTION,,"  
  cryptsetup-OpenSSL-exception AND   
  ZPL-2.1 AND   
  LicenseRef-fossology-Dual-license AND   
  LGPL-3.0-or-later AND       
  LicenseRef-scancode-openssl-exception-lgpl3.0plus AND   
  LicenseRef-fossology-OpenSSL-exception AND   
  LicenseRef-fossology-ZPL AND   
  Zlib",NOASSERTION
lgpl-3.0-plus.license,SPDXRef-item3781,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LGPL-3.0-or-later AND   
  LGPL-2.0-or-later AND   
  LGPL-3.0-only AND   
  LGPL-2.1-or-later",NOASSERTION
lgpl-3.0-zeromq.license,SPDXRef-item3742,NOASSERTION,,"      
  LicenseRef-scancode-zeromq-exception-lgpl-3.0 AND   
  LGPL-3.0-only AND   
  Classpath-exception-2.0",NOASSERTION
lgpl-3.0.license,SPDXRef-item4555,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LGPL-3.0-only AND   
  LGPL-2.1-or-later AND   
  LGPL-2.0-or-later",NOASSERTION
lgpllr.license,SPDXRef-item4696,NOASSERTION,,"  
  LGPL-2.0-or-later AND   
  LGPLLR AND   
  LicenseRef-fossology-LGPL",NOASSERTION
lha.license,SPDXRef-item4280,NOASSERTION,,"      
  LicenseRef-scancode-lha AND   
  LicenseRef-fossology-See-URL",NOASSERTION
libcap.license,SPDXRef-item2814,NOASSERTION,,"  
  BSD-3-Clause AND   
  LicenseRef-fossology-BSD-style AND   
  GPL-2.0-or-later AND   
  LicenseRef-fossology-Dual-license AND   
  GPL-1.0-or-later AND   
  GPL-2.0-only",NOASSERTION
liberation-font-exception.license,SPDXRef-item4863,NOASSERTION,,"  
  GPL-2.0-only AND   
  Font-exception-2.0 AND       
  LicenseRef-scancode-liberation-font-exception",NOASSERTION
libgd-2018.license,SPDXRef-item2959,NOASSERTION,,"  
  LicenseRef-fossology-IJG-possibility AND   
  GD",NOASSERTION
libgeotiff.license,SPDXRef-item3480,NOASSERTION,,"      
  LicenseRef-scancode-libgeotiff AND   
  LicenseRef-fossology-Public-domain AND   
  MIT",NOASSERTION
libmib.license,SPDXRef-item3901,NOASSERTION,,"      
  LicenseRef-scancode-libmib AND   
  LicenseRef-fossology-MIT-style",NOASSERTION
libmng-2007.license,SPDXRef-item3355,NOASSERTION,,"  
  LicenseRef-fossology-libmng-2007 AND   
  Libpng AND       
  LicenseRef-scancode-libmng-2007",NOASSERTION
libpbm.license,SPDXRef-item3358,NOASSERTION,,"      
  LicenseRef-scancode-libpbm AND   
  HPND-Pbmplus AND   
  LicenseRef-fossology-MIT-CMU-style",NOASSERTION
libpng-2.0.license,SPDXRef-item4991,NOASSERTION,,"  
  libpng-2.0",NOASSERTION
libpng-v2.license,SPDXRef-item4373,NOASSERTION,,"  
  Libpng AND   
  libpng-2.0",NOASSERTION
libpng.license,SPDXRef-item5074,NOASSERTION,,"  
  Libpng",NOASSERTION
libpri-openh323-exception.license,SPDXRef-item5085,NOASSERTION,,"  
  LicenseRef-fossology-GPL AND   
  GPL-1.0-or-later AND       
  LicenseRef-scancode-generic-exception AND   
  libpri-OpenH323-exception AND   
  LicenseRef-fossology-MPL",NOASSERTION
librato-exception.license,SPDXRef-item4641,NOASSERTION,,"  
  Apache-2.0 AND   
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-librato-exception AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
libselinux-1.0.license,SPDXRef-item3215,NOASSERTION,,"  
  libselinux-1.0 AND   
  LicenseRef-fossology-Public-domain",NOASSERTION
libselinux-pd.license,SPDXRef-item3397,NOASSERTION,,"      
  LicenseRef-scancode-public-domain AND       
  LicenseRef-scancode-libselinux-pd AND   
  libselinux-1.0 AND   
  LicenseRef-fossology-Public-domain",NOASSERTION
libsrv-1.0.2.license,SPDXRef-item4704,NOASSERTION,,"      
  LicenseRef-scancode-libsrv-1.0.2 AND   
  LicenseRef-fossology-BSD-style",NOASSERTION
libtiff.license,SPDXRef-item2805,NOASSERTION,,"  
  libtiff",NOASSERTION
libtool-exception-2.0.license,SPDXRef-item3561,NOASSERTION,,"  
  GPL-2.0-only AND   
  GPL-2.0-or-later AND   
  Libtool-exception",NOASSERTION
libtool-exception-lgpl.license,SPDXRef-item4910,NOASSERTION,,"  
  LGPL-2.0-or-later AND   
  Libtool-exception AND   
  LicenseRef-fossology-LGPL",NOASSERTION
libtool-exception.license,SPDXRef-item3555,NOASSERTION,,"  
  LicenseRef-fossology-GPL AND   
  Libtool-exception",NOASSERTION
libutil-david-nugent.license,SPDXRef-item5000,NOASSERTION,,"      
  LicenseRef-scancode-other-permissive AND   
  LicenseRef-fossology-BSD-style AND   
  libutil-David-Nugent",NOASSERTION
libwebsockets-exception.license,SPDXRef-item4359,NOASSERTION,,"      
  LicenseRef-scancode-libwebsockets-exception AND   
  Zlib AND   
  BSD-3-Clause AND   
  LGPL-2.1-only",NOASSERTION
libzip.license,SPDXRef-item4479,NOASSERTION,,"  
  BSD-3-Clause AND   
  BSD-3-Clause-HP",NOASSERTION
license-file-reference.license,SPDXRef-item4958,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
liferay-dxp-eula-2.0.0-2023-06.license,SPDXRef-item5070,NOASSERTION,,"      
  LicenseRef-scancode-free-unknown AND       
  LicenseRef-scancode-warranty-disclaimer AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
liferay-ee.license,SPDXRef-item4425,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
liferay-marketplace-tos.license,SPDXRef-item4071,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-proprietary-license AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
lil-1.license,SPDXRef-item4846,NOASSERTION,,"  
  LicenseRef-fossology-MIT-possibility AND       
  LicenseRef-scancode-lil-1",NOASSERTION
liliq-p-1.1.license,SPDXRef-item3293,NOASSERTION,,"  
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-free-unknown AND   
  LiLiQ-P-1.1",NOASSERTION
liliq-r-1.1.license,SPDXRef-item3926,NOASSERTION,,"  
  MPL-2.0 AND   
  LGPL-2.1-only AND   
  CECILL-C AND   
  EPL-1.0 AND       
  LicenseRef-scancode-free-unknown AND   
  GPL-2.0-only AND   
  LiLiQ-R-1.1 AND   
  CDDL-1.0",NOASSERTION
liliq-rplus-1.1.license,SPDXRef-item5075,NOASSERTION,,"  
  GPL-3.0-only AND   
  LiLiQ-Rplus-1.1 AND   
  EPL-1.0 AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
lilo.license,SPDXRef-item3159,NOASSERTION,,"      
  LicenseRef-scancode-lilo AND   
  LicenseRef-fossology-Freeware",NOASSERTION
linking-exception-2.0-plus.license,SPDXRef-item3187,NOASSERTION,,"  
  GPL-2.0-only AND       
  LicenseRef-scancode-linking-exception-2.0-plus AND   
  GPL-2.0-or-later AND   
  LicenseRef-fossology-linking-exception AND   
  gnu-javamail-exception AND   
  SWI-exception",NOASSERTION
linking-exception-2.1-plus.license,SPDXRef-item4970,NOASSERTION,,"      
  LicenseRef-scancode-linking-exception-2.1-plus AND   
  LGPL-2.1-only AND   
  LGPL-2.1-or-later AND   
  GNU-compiler-exception",NOASSERTION
linking-exception-agpl-3.0.license,SPDXRef-item4808,NOASSERTION,,"  
  LicenseRef-fossology-AGPL AND   
  AGPL-3.0-only AND   
  GPL-3.0-only AND       
  LicenseRef-scancode-linking-exception-agpl-3.0 AND   
  LicenseRef-fossology-AGPL-3.0-or-later",NOASSERTION
linking-exception-lgpl-2.0-plus.license,SPDXRef-item4730,NOASSERTION,,"  
  Fawkes-Runtime-exception AND   
  LGPL-2.0-or-later AND   
  Classpath-exception-2.0 AND   
  LGPL-2.0-only AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-linking-exception-lgpl-2.0plus",NOASSERTION
linking-exception-lgpl-3.0.license,SPDXRef-item4978,NOASSERTION,,"  
  LGPL-3.0-or-later AND   
  LGPL-3.0-linking-exception AND   
  LGPL-3.0-only",NOASSERTION
linotype-eula.license,SPDXRef-item4708,NOASSERTION,,"      
  LicenseRef-scancode-linotype-eula AND   
  LicenseRef-fossology-See-file",NOASSERTION
linum.license,SPDXRef-item3664,NOASSERTION,,"  
  WxWindows-exception-3.1 AND   
  LGPL-2.0-or-later AND   
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-philippe-de-muyter",NOASSERTION
linux-device-drivers.license,SPDXRef-item3326,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-linux-device-drivers",NOASSERTION
linux-man-pages-1-para.license,SPDXRef-item4836,NOASSERTION,,"  
  LicenseRef-fossology-Freeware AND   
  Linux-man-pages-1-para",NOASSERTION
linux-man-pages-2-para.license,SPDXRef-item3256,NOASSERTION,,"  
  Linux-man-pages-copyleft-2-para AND   
  Linux-man-pages-copyleft AND   
  LicenseRef-fossology-GNU-Manpages AND   
  Latex2e",NOASSERTION
linux-man-pages-copyleft-var.license,SPDXRef-item3653,NOASSERTION,,"  
  Linux-man-pages-copyleft-var AND   
  LicenseRef-fossology-GNU-Manpages AND   
  Linux-man-pages-copyleft",NOASSERTION
linux-openib.license,SPDXRef-item4352,NOASSERTION,,"  
  MIT AND   
  Linux-OpenIB AND   
  BSD-2-Clause",NOASSERTION
linux-syscall-exception-gpl.license,SPDXRef-item4792,NOASSERTION,,"  
  Linux-syscall-note AND   
  GPL-1.0-or-later AND   
  GPL-2.0-only",NOASSERTION
linuxbios.license,SPDXRef-item2767,NOASSERTION,,"      
  LicenseRef-scancode-linuxbios AND   
  LicenseRef-fossology-PHP-possibility",NOASSERTION
linuxhowtos.license,SPDXRef-item3309,NOASSERTION,,"      
  LicenseRef-scancode-linuxhowtos",NOASSERTION
llama-2-license-2023.license,SPDXRef-item2679,NOASSERTION,,"      
  LicenseRef-scancode-warranty-disclaimer AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
llama-3.1-license-2024.license,SPDXRef-item4198,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-warranty-disclaimer AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
llama-license-2023.license,SPDXRef-item4244,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-unknown AND   
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-warranty-disclaimer AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
llgpl.license,SPDXRef-item2782,NOASSERTION,,"  
  LGPL-2.1-or-later AND       
  LicenseRef-scancode-llgpl AND   
  LLGPL AND   
  LGPL-2.1-only",NOASSERTION
llnl.license,SPDXRef-item3701,NOASSERTION,,"      
  LicenseRef-scancode-llnl AND   
  DSDP AND   
  LicenseRef-fossology-ATT-style",NOASSERTION
llvm-exception.license,SPDXRef-item3496,NOASSERTION,,"  
  LLVM-exception AND   
  GPL-2.0-only AND   
  Apache-2.0",NOASSERTION
lmbench-exception-2.0.license,SPDXRef-item3332,NOASSERTION,,"  
  GPL-1.0-or-later AND       
  LicenseRef-scancode-lmbench-exception-2.0 AND   
  GPL-2.0-only",NOASSERTION
logica-1.0.license,SPDXRef-item5195,NOASSERTION,,"      
  LicenseRef-scancode-logica-1.0 AND       
  LicenseRef-scancode-free-unknown AND   
  OSL-1.0 AND   
  LicenseRef-fossology-Logica-OSL-1.0",NOASSERTION
lontium-linux-firmware.license,SPDXRef-item3410,NOASSERTION,,"  
  LicenseRef-fossology-LGPL AND       
  LicenseRef-scancode-lontium-linux-firmware",NOASSERTION
loop.license,SPDXRef-item3446,NOASSERTION,,"  
  HPND AND       
  LicenseRef-scancode-carnegie-mellon AND   
  NTP AND   
  LOOP",NOASSERTION
losla.license,SPDXRef-item2670,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-losla AND   
  LicenseRef-fossology-MPL-style AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
lppl-1.0.license,SPDXRef-item4811,NOASSERTION,,"  
  LPPL-1.0",NOASSERTION
lppl-1.1.license,SPDXRef-item3690,NOASSERTION,,"  
  LPPL-1.1",NOASSERTION
lppl-1.2.license,SPDXRef-item3015,NOASSERTION,,"  
  LPPL-1.2",NOASSERTION
lppl-1.3a.license,SPDXRef-item4050,NOASSERTION,,"  
  LPPL-1.3a",NOASSERTION
lppl-1.3c.license,SPDXRef-item4879,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-free-unknown AND   
  LPPL-1.3c",NOASSERTION
lppl.license,SPDXRef-item4391,NOASSERTION,,"  
  LicenseRef-fossology-LPPL-1.3-or-later AND   
  LPPL-1.3c",NOASSERTION
lsi-proprietary-eula.license,SPDXRef-item4621,NOASSERTION,,"      
  LicenseRef-scancode-lsi-proprietary-eula AND       
  LicenseRef-scancode-oracle-bcl-javase-javafx-2012 AND   
  LicenseRef-fossology-See-file",NOASSERTION
lsof.license,SPDXRef-item3771,NOASSERTION,,"  
  lsof AND       
  LicenseRef-scancode-purdue-bsd AND   
  LicenseRef-fossology-Purdue",NOASSERTION
lucent-pl-1.0.license,SPDXRef-item4298,NOASSERTION,,"  
  LPL-1.0 AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
lucent-pl-1.02.license,SPDXRef-item3197,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LPL-1.02 AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
lucre.license,SPDXRef-item2996,NOASSERTION,,"  
  BSD-Advertising-Acknowledgement AND       
  LicenseRef-scancode-lucre AND   
  BSD-3-Clause-Attribution AND   
  OpenSSL",NOASSERTION
lumisoft-mail-server.license,SPDXRef-item4981,NOASSERTION,,"  
  LicenseRef-fossology-MIT-style AND       
  LicenseRef-scancode-lumisoft-mail-server",NOASSERTION
luxi.license,SPDXRef-item3784,NOASSERTION,,"  
  LicenseRef-fossology-MIT-style AND       
  LicenseRef-scancode-luxi",NOASSERTION
lyubinskiy-dropdown.license,SPDXRef-item3429,NOASSERTION,,"      
  LicenseRef-scancode-lyubinskiy-dropdown AND   
  LicenseRef-fossology-PHP-possibility",NOASSERTION
lyubinskiy-popup-window.license,SPDXRef-item3591,NOASSERTION,,"  
  LicenseRef-fossology-PHP-possibility AND       
  LicenseRef-scancode-lyubinskiy-popup-window",NOASSERTION
lzma-cpl-exception.license,SPDXRef-item4281,NOASSERTION,,"  
  CPL-1.0 AND   
  LZMA-exception",NOASSERTION
lzma-sdk-2006-exception.license,SPDXRef-item3234,NOASSERTION,,"  
  LGPL-2.0-or-later AND       
  LicenseRef-scancode-lzma-sdk-2006-exception AND   
  CPL-1.0 AND   
  LicenseRef-fossology-LGPL AND   
  LGPL-2.1-only",NOASSERTION
lzma-sdk-2006.license,SPDXRef-item3464,NOASSERTION,,"      
  LicenseRef-scancode-lzma-sdk-2006 AND   
  LicenseRef-fossology-CPL AND   
  LicenseRef-fossology-LGPL",NOASSERTION
lzma-sdk-2008.license,SPDXRef-item4180,NOASSERTION,,"  
  CDDL-1.0 AND       
  LicenseRef-scancode-lzma-sdk-2008 AND   
  LicenseRef-fossology-LGPL AND   
  LicenseRef-fossology-CPL",NOASSERTION
lzma-sdk-9.11-to-9.20.license,SPDXRef-item3692,NOASSERTION,,"  
  LZMA-SDK-9.11-to-9.20 AND   
  LicenseRef-fossology-Public-domain AND       
  LicenseRef-scancode-public-domain",NOASSERTION
lzma-sdk-9.22.license,SPDXRef-item4111,NOASSERTION,,"      
  LicenseRef-scancode-public-domain AND   
  LZMA-SDK-9.22 AND   
  LicenseRef-fossology-LGPL",NOASSERTION
lzma-sdk-original.license,SPDXRef-item2803,NOASSERTION,,"  
  LicenseRef-fossology-CPL AND   
  LicenseRef-fossology-LGPL AND       
  LicenseRef-scancode-lzma-sdk-original",NOASSERTION
lzma-sdk-pd.license,SPDXRef-item4549,NOASSERTION,,"      
  LicenseRef-scancode-lzma-sdk-pd AND   
  LicenseRef-fossology-Public-domain AND       
  LicenseRef-scancode-public-domain",NOASSERTION
m-plus.license,SPDXRef-item3593,NOASSERTION,,"  
  mplus AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
madwifi-dual.license,SPDXRef-item3965,NOASSERTION,,"  
  LicenseRef-fossology-Dual-license AND   
  GPL-2.0-only AND   
  LicenseRef-fossology-BSD-style AND       
  LicenseRef-scancode-intel-bsd AND   
  BSD-3-Clause AND   
  GPL-1.0-or-later",NOASSERTION
magaz.license,SPDXRef-item4511,NOASSERTION,,"  
  magaz AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
magpie-exception-1.0.license,SPDXRef-item2660,NOASSERTION,,"  
  AGPL-3.0-only AND       
  LicenseRef-scancode-magpie-exception-1.0",NOASSERTION
mailprio.license,SPDXRef-item2725,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-other-permissive",NOASSERTION
make-human-exception.license,SPDXRef-item4664,NOASSERTION,,"  
  LicenseRef-fossology-Public-domain AND       
  LicenseRef-scancode-make-human-exception AND   
  CC0-1.0 AND   
  LicenseRef-fossology-GPL",NOASSERTION
makeindex.license,SPDXRef-item4780,NOASSERTION,,"  
  MakeIndex AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-BSD-style AND   
  LicenseRef-fossology-GPL",NOASSERTION
mame.license,SPDXRef-item3813,NOASSERTION,,"      
  LicenseRef-scancode-mame AND   
  LicenseRef-fossology-Non-commercial",NOASSERTION
manfred-klein-fonts-tos.license,SPDXRef-item4337,NOASSERTION,,"      
  LicenseRef-scancode-manfred-klein-fonts-tos",NOASSERTION
mapbox-tos-2021.license,SPDXRef-item4801,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-mapbox-tos-2021",NOASSERTION
markus-kuhn-license.license,SPDXRef-item3231,NOASSERTION,,"  
  HPND AND       
  LicenseRef-scancode-markus-kuhn-license AND   
  HPND-Markus-Kuhn AND   
  LicenseRef-fossology-X11-style",NOASSERTION
markus-mummert-permissive.license,SPDXRef-item3272,NOASSERTION,,"  
  BSD-Source-Code AND   
  BSD-1-Clause",NOASSERTION
martin-birgmeier.license,SPDXRef-item3421,NOASSERTION,,"  
  Martin-Birgmeier AND   
  LicenseRef-fossology-Freeware AND       
  LicenseRef-scancode-martin-birgmeier",NOASSERTION
marvell-firmware-2019.license,SPDXRef-item2906,NOASSERTION,,"      
  LicenseRef-scancode-marvell-firmware-2019",NOASSERTION
marvell-firmware.license,SPDXRef-item3226,NOASSERTION,,"      
  LicenseRef-scancode-marvell-firmware AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
matt-gallagher-attribution.license,SPDXRef-item2667,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-matt-gallagher-attribution",NOASSERTION
matthew-kwan.license,SPDXRef-item3827,NOASSERTION,,"      
  LicenseRef-scancode-matthew-kwan",NOASSERTION
matthew-welch-font-license.license,SPDXRef-item2697,NOASSERTION,,"      
  LicenseRef-scancode-matthew-welch-font-license AND   
  LicenseRef-fossology-Non-commercial",NOASSERTION
mattkruse.license,SPDXRef-item2713,NOASSERTION,,"      
  LicenseRef-scancode-mattkruse AND   
  LicenseRef-fossology-Non-commercial",NOASSERTION
maxmind-geolite2-eula-2019.license,SPDXRef-item2965,NOASSERTION,,"  
  LicenseRef-fossology-CCPL AND       
  LicenseRef-scancode-maxmind-geolite2-eula-2019 AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
maxmind-odl.license,SPDXRef-item3089,NOASSERTION,,"      
  LicenseRef-scancode-maxmind-odl AND   
  LicenseRef-fossology-BSD-possibility",NOASSERTION
mcafee-tou.license,SPDXRef-item2967,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-mcafee-tou AND   
  LicenseRef-fossology-Not-for-sale",NOASSERTION
mcphee-slideshow.license,SPDXRef-item2857,NOASSERTION,,"  
  McPhee-slideshow",NOASSERTION
mcrae-pl-4-r53.license,SPDXRef-item3465,NOASSERTION,,"  
  GPL-1.0-or-later AND       
  LicenseRef-scancode-mcrae-pl-4-r53 AND   
  LicenseRef-fossology-See-URL",NOASSERTION
mediainfo-lib.license,SPDXRef-item3058,NOASSERTION,,"  
  LGPL-2.0-or-later AND   
  LGPL-3.0-or-later AND   
  LGPL-3.0-only AND   
  LicenseRef-fossology-BSD-style AND   
  BSD-2-Clause AND       
  LicenseRef-scancode-mediainfo-lib AND       
  LicenseRef-scancode-other-permissive",NOASSERTION
mediatek-firmware.license,SPDXRef-item4415,NOASSERTION,,"  
  LicenseRef-fossology-LGPL AND       
  LicenseRef-scancode-amlogic-linux-firmware",NOASSERTION
mediatek-no-warranty.license,SPDXRef-item3951,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-warranty-disclaimer",NOASSERTION
mediatek-proprietary-2008.license,SPDXRef-item4782,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
melange.license,SPDXRef-item4942,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-melange",NOASSERTION
mentalis.license,SPDXRef-item3310,NOASSERTION,,"  
  BSD-Source-Code AND   
  LicenseRef-fossology-BSD-style",NOASSERTION
merit-network-derivative.license,SPDXRef-item4804,NOASSERTION,,"  
  LicenseRef-fossology-W3C-style AND       
  LicenseRef-scancode-merit-network-derivative",NOASSERTION
metageek-inssider-eula.license,SPDXRef-item2720,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license AND   
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-metageek-inssider-eula",NOASSERTION
metamail.license,SPDXRef-item3176,NOASSERTION,,"  
  metamail AND   
  LicenseRef-fossology-Bellcore-style AND   
  HPND",NOASSERTION
metrolink-1.0.license,SPDXRef-item4847,NOASSERTION,,"  
  LicenseRef-fossology-OpenGroup AND   
  LicenseRef-fossology-MetroLink-1.0 AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-metrolink-1.0",NOASSERTION
mgopen-font-license.license,SPDXRef-item3288,NOASSERTION,,"  
  LicenseRef-fossology-Bitstream AND       
  LicenseRef-scancode-mgopen-font-license",NOASSERTION
michael-barr.license,SPDXRef-item4204,NOASSERTION,,"  
  LicenseRef-fossology-Public-domain AND   
  Barr AND       
  LicenseRef-scancode-michael-barr",NOASSERTION
michigan-disclaimer.license,SPDXRef-item4949,NOASSERTION,,"      
  LicenseRef-scancode-free-unknown AND       
  LicenseRef-scancode-michigan-disclaimer AND   
  LicenseRef-fossology-U-Mich-style",NOASSERTION
microchip-linux-firmware.license,SPDXRef-item4585,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-microchip-linux-firmware",NOASSERTION
microchip-products-2018.license,SPDXRef-item2706,NOASSERTION,,"      
  LicenseRef-scancode-microchip-products-2018",NOASSERTION
microsoft-enterprise-library-eula.license,SPDXRef-item4968,NOASSERTION,,"      
  LicenseRef-scancode-ms-enterprise-library-eula AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
microsoft-windows-rally-devkit.license,SPDXRef-item5152,NOASSERTION,,"  
  LicenseRef-fossology-See-file AND       
  LicenseRef-scancode-microsoft-windows-rally-devkit",NOASSERTION
mif-exception.license,SPDXRef-item4617,NOASSERTION,,"  
  mif-exception AND   
  GPL-2.0-only",NOASSERTION
mike95.license,SPDXRef-item3189,NOASSERTION,,"      
  LicenseRef-scancode-mike95",NOASSERTION
minecraft-mod.license,SPDXRef-item3298,NOASSERTION,,"      
  LicenseRef-scancode-minecraft-mod AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
mini-xml-exception-lgpl-2.0.license,SPDXRef-item4197,NOASSERTION,,"  
  LGPL-2.0-only AND   
  LGPL-2.0-or-later AND       
  LicenseRef-scancode-mini-xml-exception-lgpl-2.0",NOASSERTION
